faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,MG,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,MG,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,1.0,1.0,1.0,0.0
30-34,Masculino,Branca,32,Não,,MG,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,RJ,Doutorado ou Phd,Química / Física,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,Acima de R$ 40.001/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,RS,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
30-34,Feminino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",DF,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",DF,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Preta,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,DF,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,RJ,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,PR,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",ES,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,0.0,0.0,1.0,1.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SC,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 1.001/mês a R$ 2.000/mês,Mais de 10 anos,0.0,1.0,0.0,1.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,1.0,1.0,0.0,0.0
30-34,Feminino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,CE,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Servidor Público,,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Outra opção,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,MG,Graduação/Bacharelado,Outra opção,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,RO,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RJ,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PE,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,PE,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,0.0,0.0,0.0,0.0
30-34,Masculino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Outra opção,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Pós-graduação,Química / Física,Empregado (CLT),Arquiteto de Dados/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,1.0,1.0,1.0,0.0
30-34,Masculino,Preta,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,ES,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,RJ,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Acima de R$ 40.001/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Feminino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,1.0,1.0,0.0,1.0
30-34,Masculino,Branca,32,Não,,CE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,1.0,0.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SC,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Analytics Engineer,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,,1.0,,0.0
30-34,Feminino,Amarela,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,,1.0,,1.0
30-34,Masculino,Branca,32,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",ES,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SC,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de Dados/Data Analyst,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,1.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,ES,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,0.0,1.0,0.0,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,0.0,1.0,1.0,0.0
30-34,Masculino,Preta,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Prefiro não informar,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MA,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,1.0,1.0,0.0,1.0
30-34,Masculino,Branca,32,Não,,SP,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Feminino,Branca,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RN,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
30-34,Feminino,Amarela,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,CE,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Masculino,Branca,32,Não,,SP,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SC,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Data Engineer/Data Architect,Acima de R$ 40.001/mês,de 5 a 6 anos,,1.0,,1.0
30-34,Feminino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,1.0,,0.0
30-34,Masculino,Parda,32,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,,0.0,,0.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,,0.0,,0.0
30-34,Feminino,Parda,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Pós-graduação,Outra opção,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,1.0,,0.0
30-34,Masculino,Branca,32,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,1.0,1.0,1.0,1.0
30-34,Feminino,Branca,32,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,0.0,,1.0
30-34,Masculino,Branca,32,Não,,RS,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,1.0
